name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Connecticut Science & Engineering Fair (CSEF),ct_local,🟢 Watch List,2026-12-01,"Grades 7-12, CT resident or enrolled in CT school",$0 (free to enter),Cash prizes; advancement to Regeneron ISEF,Ideal for biology research projects. School registration: Oct 31. Project registration: Dec 1.,https://ctsciencefair.org/,ctsciencefair.org
CBA High School Mock Trial Competition,ct_local,🟢 Watch List,2026-11-01,"CT high school students, school-based teams",Nominal fee (waivers available),N/A (competition),Winner advances to NHSMTC. Run by CT Bar Association. Final rounds in actual courtrooms.,https://www.ctbar.org/members/volunteer-today/civics-education/mock-trial-competitions,ctbar.org
CBA Law Camp,ct_local,🟢 Watch List,2027-05-01,CT high school students; cannot have previously attended,$0 (FREE),Free program,"Sponsored by CT Bar Association. Held at UConn School of Law, Hartford. DEI committee sponsored.",https://www.ctbar.org/public/k-12/law-camp,ctbar.org
UConn Young Scholars Senior Summer (YSSS) Mentor Program,ct_local,🟢 Watch List,2027-03-01,Rising high school juniors and seniors,"~$2,500-$3,500 residential",Need-based aid may be available,UConn is strong in biology/life sciences. Faculty-mentored research. Willingness to travel/overnight is a plus.; [DEAD: https://yss.uconn.edu/],,uconn.edu
CT High School Fencing State Championships (Burton E. Moore),ct_local,🟢 Watch List,2027-03-01,CT high school students on school fencing teams (~25 CT programs),Minimal; school team fees,N/A,"Team event at Morgan HS, Clinton. Individual at SCSU, New Haven. Great local fencing opportunity.",https://www.chsfa.org/state-championships,chsfa.org
CT Division Junior Olympic Qualifiers,ct_local,🟢 Watch List,2026-10-15,CT Division USA Fencing members. Cadet and Junior categories.,~$40-60/event + CT Division membership,N/A,"Sword in the Scroll Fencing Academy, Willimantic, CT. Highest priority local fencing event.",https://www.ctdivusfa.com/events,ctdivusfa.com
Connecticut High School Regional Science Bowl,ct_local,🟢 Watch List,2027-01-15,"CT high school students, teams of 4-5",$200 registration fee per team,Travel stipends for nationals,"Covers biology, chemistry, physics, math. UConn Storrs location. Good for STEM profile.",https://science.osti.gov/wdts/nsb/Regional-Competitions/High-School-Regionals/CT_Connecticut-High-School-Regional-Science-Bowl,science.osti.gov
CT-JSHS (Junior Science & Humanities Symposium),ct_local,🟢 Watch List,2027-01-15,CT high school students with original research projects,$0 (free),"Recognition, awards, advancement to National JSHS",Excellent for presenting biology research. Hosted at UConn Health in Farmington.,https://health.uconn.edu/connecticut-area-health-education-center-network/ct-high-school-science-and-humanities-symposium/,uconn.edu
PSAT/NMSQT 2026,exams,🟢 Watch List,2026-10-17,High school students; National Merit eligibility requires taking it in 11th grade,$18 (standard); some schools cover cost,Fee waivers available for eligible low-income students,"Testing window Oct 1-30, 2026. Saturday option Oct 17. Registration through school counselor, typically by mid-September. Scores released in December. Key cutoff for National Merit eligibility.",https://satsuite.collegeboard.org/psat-nmsqt/test-dates,satsuite.collegeboard.org
SAT 2026–2027 Weekend Test Dates,exams,🟢 Watch List,2027-03-06,Open to all high school students,$68 standard,Fee waivers available for eligible students,Regular registration ~5 weeks before test; late registration +$38. Scores release ~13-14 days after. Recommended strategy: first attempt Mar or May 2027.,https://satsuite.collegeboard.org/sat/dates-deadlines,satsuite.collegeboard.org
ACT National Test Dates 2026–2027,exams,🟢 Watch List,2027-04-10,Open to all high school students,$68 (without Writing) / $93 (with Writing),Fee waivers available for eligible students,Late registration +$42. Standby testing: $75. Many students take both SAT and ACT to see which fits better.,https://www.act.org/content/act/en/products-and-services/the-act/registration/test-dates.html,act.org
AP Exams 2027 (May 4–8 and May 11–15),exams,🟢 Watch List,2027-05-04,Open to students enrolled in AP courses or self-studying,$98 per exam (standard),College Board fee reduction of $37 per exam for eligible students,"Common APs for competitive applicants: Calculus BC, Biology, Physics C, English Language, US History, Chemistry. Registration through school.",https://apstudents.collegeboard.org/exam-dates,apstudents.collegeboard.org
