name,category,tier,deadline,eligibility,cost,aid,notes,url,source
UConn Mentor Connection,ct_local,🟢 Watch List,Typically February-March (check website for current year),Current high school sophomores and juniors (rising juniors and seniors),"Approximately $3,000-$5,800 (varies by year; scholarships may be available)",Limited need-based scholarships may be available,Excellent research opportunity. Runs July (typically July 8-27). Selective program with demonstrated history of strong outcomes.; [DEAD: https://mentor.education.uconn.edu/],,UConn Neag School of Education / Art of Problem Solving wiki
Connecticut Science & Engineering Fair (CSEF),ct_local,🟢 Watch List,School registration closes October 31; independent project registration with fee deadline also Oct 31. All high school project approvals by December 1.,"Students in grades 7-12 residing in or enrolled in CT schools (including Fishers Island, NY)",School registration fee varies; independent student projects have registration fee,None needed; participation is low-cost,"Top projects advance to ISEF, a major STEM credential. Strong fit for biology interest. Start project research during 11th grade.",https://ctsciencefair.org/,CSEF website via CT Academy of Science and Engineering
Connecticut High School Regional Science Bowl,ct_local,🟢 Watch List,"Registration typically opens October; competition held February 28, 2026",CT high school students (team-based via school),$200 registration fee per team,None specified,Good for biology interest in a team setting. Start forming a team early in the school year.,https://science.osti.gov/wdts/nsb/Regional-Competitions/High-School-Regionals/CT_Connecticut-High-School-Regional-Science-Bowl,U.S. DOE Office of Science
Connecticut Junior Science & Humanities Symposium (CT-JSHS),ct_local,🟢 Watch List,Typically January-February (check website for annual dates),CT high school students in grades 9-12 with original STEM research projects,Free to participate,Winners receive scholarships at the national level,Strong fit for biology research. Excellent way to showcase independent research. National winners receive scholarships.,https://ctjshs.com/,CT JSHS / UConn Health / AEOP
Connecticut Bar Association High School Mock Trial Competition,ct_local,🟢 Watch List,Registration typically in Fall (October-November),CT high school students (team-based via school),Free (fee waivers available for qualifying schools via Gruendel Fund),School fee assistance available for qualifying schools,"Perfect for law interest. Excellent for developing advocacy, legal reasoning, and public speaking skills. Competitive with 63 teams in 2026.",https://www.ctbar.org/members/volunteer-today/civics-education/mock-trial-competitions,Connecticut Bar Association
Yale Young Global Scholars (YYGS),ct_local,🟢 Watch List,Early Action: typically November; Regular Decision: typically January. (2026 sessions run June-July),Rising high school juniors and seniors (or international equivalents) aged 16-18,"$6,500 tuition (includes room, board, all program activities)",Need-based financial aid available; over $3M awarded annually. Covers up to full tuition. STARS Scholarship available for high-achieving students.,Prestigious program. Strong fit for interdisciplinary interests (biology + law). Yale's largest pre-college program.,https://globalscholars.yale.edu/,Yale Young Global Scholars website
Yale Summer Session Pre-College Program,ct_local,🟢 Watch List,Rolling admissions; early application recommended. Summer 2026 sessions run June-July.,Motivated high school students academically ready for Yale-level courses,"$5,480 per 1-credit course; $10,705 per 2-credit course. Residential: $4,380 for 5-week room & board. $80 application fee.",Limited financial assistance available for pre-college students,Earn actual Yale college credit. Strong fit for biology pre-med or law-related courses. Expensive but well-regarded.,https://summer.yale.edu/apply/pre-college-students,Yale Summer Session website
Yale Pathways to Science Summer Scholars Program,ct_local,🟢 Watch List,Typically February (application deadline February 24 for summer session),"New Haven, West Haven, or Orange (Amity) public school students currently in grades 10-11",Free,Full program is free,Excellent free opportunity at Yale. Limited to specific CT school districts.; [DEAD: https://onha.yale.edu/pathways-arts-and-humanities-summer-scholars-program],,Yale Office of New Haven Affairs
YCAS Young Scholars Summer Program in Biostatistics and Clinical Research,ct_local,🟢 Watch List,"Applications available February 1; deadline March 31, 2026",Rising 11th and 12th graders who excel in math and science,Free (program is funded),Full program is free,Good fit for biology + data science interest. At Yale School of Public Health. Includes teacher recommendations.,https://ysph.yale.edu/ycas/young-scholars/,Yale Center for Analytical Sciences
UConn Pre-College Summer (PCS),ct_local,🟢 Watch List,Multiple sessions; registration open for Summer 2026,High school students aged 14-17 (rising 9th-12th graders),Varies by number of courses and credit vs non-credit. Commuter and residential options available.,Limited aid may be available,Flexible program with many course options. Pre-Med track is a strong fit for biology interest.,https://precollege-summer.uconn.edu/,UConn Pre-College Summer website
