name,category,tier,deadline,eligibility,cost,aid,notes,url,source
Connecticut Science & Engineering Fair (CSEF),ct_local,🟢 Watch List,2026-12-01,Grades 7-12 residing in or enrolled in a Connecticut school (or Fishers Island),Free for school-registered projects; registration fee for independent projects,Urban School Challenge Mini-Grant available for qualifying schools,"Dates follow CSEF's published annual cycle (verified via archived Important Dates page: reg opens Aug 24, HS projects due Dec 1, MS due Feb 15, fair late Feb-mid Mar). Confirm exact 2026-27 dates on the site when registration opens Aug 24, 2026.",https://ctsciencefair.org,https://ctsciencefair.org (fetched 2026-08-10); Important Dates page via web.archive.org
Connecticut Junior Science & Humanities Symposium (CT JSHS),ct_local,🟢 Watch List,TBD,"Grades 9-12 enrolled in CT public, private, or home schools",Free,Regional and national scholarships; winners attend the national symposium,2026-27 symposium date and student application deadline TBD - the JSHS CT page states info will be posted in fall 2026. Check back in Sept/Oct 2026.,https://www.jshs.org/region/connecticut/,https://www.jshs.org/region/connecticut/ (fetched 2026-08-10)
Connecticut Science Olympiad (CTSO) - Division C,ct_local,🟢 Watch List,TBD,High school students (Division C) on a school or homeschool team,School team registration fees (amount set by school/district),N/A (teams are school-funded),2027 state tournament date TBD (2026 tournament was April 25). Team registration typically opens in the fall.,https://www.ctscioly.org,https://www.ctscioly.org (fetched 2026-08-10)
UConn Early College Experience (ECE),ct_local,🟢 Watch List,Rolling,CT high school students at UConn ECE partner schools,"Per-course program fee (modest; historically ~$50-100 per course, varies by course/year)",Fee waivers available in some districts; check with your school's ECE site representative,Note: 'Mentor Connecticut' branding was not found on the current UConn ECE site (ece.uconn.edu/mentor-connecticut/ returns 404 as of Aug 2026) - the active program is UConn ECE itself.,https://ece.uconn.edu,https://ece.uconn.edu (fetched 2026-08-10)
Connecticut Invention Convention (CIC),ct_local,🟢 Watch List,TBD,"K-12 students in Connecticut via school, community, or independent inventor tracks",Free through most participating schools,N/A,2027 CT State Finals date TBD (typically spring). U.S. Nationals 2026 were June 3-5 at The Henry Ford. National umbrella site: inventionconvention.org.,https://ctinventionconvention.org,https://ctinventionconvention.org and https://www.inventionconvention.org (fetched 2026-08-10)
Scholastic Art & Writing Awards - Connecticut Region,ct_local,🟢 Watch List,TBD,Grades 7-12 (ages 13+) enrolled in CT schools or homeschooled,Entry fee per submission (typically ~$10; fee waivers available),"National scholarships (up to $12,500); fee waivers for qualifying students",Good fit for the student's law interests via essay/poetry/personal essay categories. Regional deadline for the 2026-27 cycle not yet posted as of Aug 2026.,https://www.artandwriting.org/regions/connecticut/,https://www.artandwriting.org/regions/connecticut/ (fetched 2026-08-10)
Yale Young Global Scholars (YYGS),ct_local,🟢 Watch List,TBD,High school sophomores and juniors (typically age 16+ by first day of session),"~$6,500 tuition (2026 rate; includes room and board)",Need-based financial aid and Partner for Access scholarships (full aid for some students),"Not CT-exclusive, but based at Yale in New Haven - an easy commute for a CT family. The PLE (Politics of Law & Economics) session aligns with the student's law interest.",https://globalscholars.yale.edu,https://globalscholars.yale.edu (fetched 2026-08-10)
Yale Pathways to Science,ct_local,🟢 Watch List,Rolling,CT middle and high school students (historically New Haven-area priority),Free,Fully free; materials provided,"Former pathways.yale.edu domain no longer resolves (verified NXDOMAIN Aug 2026). Program confirmed active via Yale's Office of New Haven Affairs site and Yale News coverage (2010, 2014).",https://onha.yale.edu/public-schools-and-youth/yale-pathways-to-science,https://onha.yale.edu/public-schools-and-youth/yale-pathways-to-science (fetched 2026-08-10); Yale News archive via web.archive.org
SAT — 2026-27 Test Dates & Registration,exams,🟡 Prep Now,2026-09-18,"Open to all students (typically taken junior and senior year); digital, administered at test centers on Saturdays",$68 registration fee; +$38 late registration; +$34 test-center change or cancellation; +$15 additional score reports,"SAT fee waiver: free registration, unlimited free score reports, and other benefits for eligible students","Next open test dates for a rising 11th grader (today Aug 10, 2026): Oct 3, 2026 (reg. deadline Sep 18; late Sep 22), Nov 7, 2026 (Oct 23; late Oct 27), Dec 5, 2026 (Nov 20; late Nov 24). Spring 2027: Mar 6 (Feb 19), May 1 (Apr 16), Jun 5 (May 21). Late registration available worldwide. All deadlines 11:59 p.m. ET. Score release ~13 days after test date.",https://satsuite.collegeboard.org/sat/dates-deadlines,"College Board — satsuite.collegeboard.org/sat/dates-deadlines and SAT Suite 2026-27 Important Dates flyer; retrieved Aug 10, 2026"
PSAT/NMSQT — October 2026 (Junior Year Qualifying Test),exams,🟢 Watch List,Rolling,11th graders (juniors) take PSAT/NMSQT for National Merit qualification; 10th graders may take it for practice,~$18 (fee set by College Board; schools may add a small administration fee or cover it),Fee waivers available for eligible low-income students; waived fee covers registration and score reporting,"Register through your school counselor/AP coordinator — students cannot self-register for the in-school administration; schools set their own internal registration deadlines (typically early-mid September 2026). Testing window Oct 1–30, 2026; Saturday option Oct 17, 2026. Digital format, ~2h14m. National Merit semifinalists announced ~Sept 2027.",https://satsuite.collegeboard.org/psat-nmsqt,"College Board — satsuite.collegeboard.org/psat-nmsqt and SAT Suite 2026-27 Important Dates flyer; retrieved Aug 10, 2026"
